fips,name,total,non_hispanic,white,black,native,asian,pac,other,two,hispanic,year,state,county
0500000US06107,"Tulare County, California",461898,163653,131716,5785,2784,14949,624,1002,6793,298245,2019,California,Tulare
0500000US06109,"Tuolumne County, California",54045,47428,43341,948,763,732,123,42,1479,6617,2019,California,Tuolumne
0500000US06111,"Ventura County, California",847263,485662,384818,14297,2017,60710,1421,1138,21261,361601,2019,California,Ventura
0500000US06113,"Yolo County, California",217352,148648,101452,5279,663,30155,883,362,9854,68704,2019,California,Yolo
0500000US06115,"Yuba County, California",76360,54797,42145,2554,594,5075,296,136,3997,21563,2019,California,Yuba
0500000US08001,"Adams County, Colorado",504108,302324,252170,16139,2274,19493,536,722,10990,201784,2019,Colorado,Adams
0500000US08003,"Alamosa County, Colorado",16107,8574,7672,79,308,156,59,66,234,7533,2019,Colorado,Alamosa
0500000US08005,"Arapahoe County, Colorado",644560,520600,388556,67640,2473,38273,1411,1705,20542,123960,2019,Colorado,Arapahoe
0500000US08007,"Archuleta County, Colorado",13253,10818,10116,185,150,126,15,59,167,2435,2019,Colorado,Archuleta
0500000US08009,"Baca County, Colorado",3561,3171,3021,34,57,0,3,0,56,390,2019,Colorado,Baca
0500000US08011,"Bent County, Colorado",5787,3932,3667,211,24,12,0,0,18,1855,2019,Colorado,Bent
0500000US08013,"Boulder County, Colorado",322510,277770,250174,2699,910,15184,183,638,7982,44740,2019,Colorado,Boulder
0500000US08014,"Broomfield County, Colorado",67886,59482,52116,772,231,4411,0,258,1694,8404,2019,Colorado,Broomfield
0500000US08015,"Chaffee County, Colorado",19557,17594,16609,330,79,278,0,43,255,1963,2019,Colorado,Chaffee
0500000US08017,"Cheyenne County, Colorado",2026,1680,1576,2,0,44,4,0,54,346,2019,Colorado,Cheyenne
0500000US08019,"Clear Creek County, Colorado",9495,8833,8422,103,10,91,14,0,193,662,2019,Colorado,Clear Creek
0500000US08021,"Conejos County, Colorado",8128,3865,3622,40,72,13,27,20,71,4263,2019,Colorado,Conejos
0500000US08023,"Costilla County, Colorado",3745,1428,1250,14,15,48,0,0,101,2317,2019,Colorado,Costilla
0500000US08025,"Crowley County, Colorado",5754,3921,3540,203,66,31,0,3,78,1833,2019,Colorado,Crowley
0500000US08027,"Custer County, Colorado",4776,4336,4067,138,44,0,0,0,87,440,2019,Colorado,Custer
0500000US08029,"Delta County, Colorado",30565,25916,24857,177,218,264,0,0,400,4649,2019,Colorado,Delta
0500000US08031,"Denver County, Colorado",705576,494639,382228,62754,3186,25745,884,1203,18639,210937,2019,Colorado,Denver
0500000US08033,"Dolores County, Colorado",1857,1726,1667,0,31,0,0,0,28,131,2019,Colorado,Dolores
0500000US08035,"Douglas County, Colorado",336041,306830,276316,4478,855,15909,239,1018,8015,29211,2019,Colorado,Douglas
0500000US08037,"Eagle County, Colorado",54681,38502,36748,615,110,357,34,0,638,16179,2019,Colorado,Eagle
0500000US08039,"Elbert County, Colorado",25717,23918,22764,102,159,210,10,18,655,1799,2019,Colorado,Elbert
0500000US08041,"El Paso County, Colorado",698974,579429,483009,41880,2426,19197,2453,1833,28631,119545,2019,Colorado,El Paso
0500000US08043,"Fremont County, Colorado",47321,41033,37428,2096,551,311,5,3,639,6288,2019,Colorado,Fremont
0500000US08045,"Garfield County, Colorado",59055,42266,40239,286,231,532,21,106,851,16789,2019,Colorado,Garfield
0500000US08047,"Gilpin County, Colorado",6018,5515,5133,20,122,0,0,0,240,503,2019,Colorado,Gilpin
0500000US08049,"Grand County, Colorado",15303,13953,13358,157,0,213,17,45,163,1350,2019,Colorado,Grand
0500000US08051,"Gunnison County, Colorado",16802,15219,14607,67,153,57,36,24,275,1583,2019,Colorado,Gunnison
0500000US08053,"Hinsdale County, Colorado",857,808,771,0,15,4,0,0,18,49,2019,Colorado,Hinsdale
0500000US08055,"Huerfano County, Colorado",6679,4389,4083,10,38,0,0,20,238,2290,2019,Colorado,Huerfano
0500000US08057,"Jackson County, Colorado",1261,1041,1036,0,0,0,0,0,5,220,2019,Colorado,Jackson
0500000US08059,"Jefferson County, Colorado",574798,486468,449045,6132,2527,15995,297,925,11547,88330,2019,Colorado,Jefferson
0500000US08061,"Kiowa County, Colorado",1489,1417,1365,6,0,0,0,0,46,72,2019,Colorado,Kiowa
0500000US08063,"Kit Carson County, Colorado",7447,6026,5731,186,29,14,19,5,42,1421,2019,Colorado,Kit Carson
0500000US08065,"Lake County, Colorado",7751,5243,4948,9,100,65,3,0,118,2508,2019,Colorado,Lake
0500000US08067,"La Plata County, Colorado",55617,48507,43686,245,3082,392,4,27,1071,7110,2019,Colorado,La Plata
0500000US08069,"Larimer County, Colorado",344786,305100,284755,3210,1727,7433,261,409,7305,39686,2019,Colorado,Larimer
0500000US08071,"Las Animas County, Colorado",14266,8345,7546,107,239,137,0,12,304,5921,2019,Colorado,Las Animas
0500000US08073,"Lincoln County, Colorado",5585,4326,3748,452,44,23,13,2,44,1259,2019,Colorado,Lincoln
0500000US08075,"Logan County, Colorado",22380,18631,17054,186,169,185,210,14,813,3749,2019,Colorado,Logan
0500000US08077,"Mesa County, Colorado",151218,129230,123063,890,1009,1403,162,98,2605,21988,2019,Colorado,Mesa
0500000US08079,"Mineral County, Colorado",824,745,712,8,0,4,0,0,21,79,2019,Colorado,Mineral
0500000US08081,"Moffat County, Colorado",13127,11083,10543,130,71,18,0,37,284,2044,2019,Colorado,Moffat
0500000US08083,"Montezuma County, Colorado",26031,22771,18854,63,3137,196,17,32,472,3260,2019,Colorado,Montezuma
0500000US08085,"Montrose County, Colorado",41686,33090,31704,116,325,344,112,30,459,8596,2019,Colorado,Montrose
0500000US08087,"Morgan County, Colorado",28517,18211,16595,1038,53,152,50,0,323,10306,2019,Colorado,Morgan
0500000US08089,"Otero County, Colorado",18282,10624,9711,113,69,159,13,192,367,7658,2019,Colorado,Otero
0500000US08091,"Ouray County, Colorado",4796,4699,4590,15,16,35,3,0,40,97,2019,Colorado,Ouray
0500000US08093,"Park County, Colorado",17867,16776,15892,26,52,100,23,80,603,1091,2019,Colorado,Park
0500000US08095,"Phillips County, Colorado",4290,3263,3178,5,0,22,0,0,58,1027,2019,Colorado,Phillips
0500000US08097,"Pitkin County, Colorado",17926,16117,15296,165,0,397,0,75,184,1809,2019,Colorado,Pitkin
0500000US08099,"Prowers County, Colorado",12022,7449,7080,95,47,70,0,0,157,4573,2019,Colorado,Prowers
0500000US08101,"Pueblo County, Colorado",165982,94626,86404,2631,1198,1038,124,233,2998,71356,2019,Colorado,Pueblo
0500000US08103,"Rio Blanco County, Colorado",6384,5729,5404,30,73,8,0,0,214,655,2019,Colorado,Rio Blanco
0500000US08105,"Rio Grande County, Colorado",11305,6285,5887,62,142,8,11,14,161,5020,2019,Colorado,Rio Grande
0500000US08107,"Routt County, Colorado",25072,23329,22495,232,91,285,5,39,182,1743,2019,Colorado,Routt
0500000US08109,"Saguache County, Colorado",6592,4198,3862,33,106,0,0,0,197,2394,2019,Colorado,Saguache
0500000US08111,"San Juan County, Colorado",589,539,523,0,6,0,0,0,10,50,2019,Colorado,San Juan
0500000US08113,"San Miguel County, Colorado",8049,7190,6909,1,50,135,0,14,81,859,2019,Colorado,San Miguel
0500000US08115,"Sedgwick County, Colorado",2322,2010,1961,19,3,22,0,0,5,312,2019,Colorado,Sedgwick
0500000US08117,"Summit County, Colorado",30649,26267,25173,313,108,179,54,8,432,4382,2019,Colorado,Summit
0500000US08119,"Teller County, Colorado",24524,22910,21764,208,95,193,7,0,643,1614,2019,Colorado,Teller
0500000US08121,"Washington County, Colorado",4868,4380,4232,47,6,29,1,0,65,488,2019,Colorado,Washington
0500000US08123,"Weld County, Colorado",305345,215421,200316,3475,955,4660,278,289,5448,89924,2019,Colorado,Weld
0500000US08125,"Yuma County, Colorado",10003,7660,7473,47,56,0,0,4,80,2343,2019,Colorado,Yuma
0500000US09001,"Fairfield County, Connecticut",943926,757930,582819,100262,1103,49846,333,5330,18237,185996,2019,Connecticut,Fairfield
0500000US09003,"Hartford County, Connecticut",893561,732482,545642,115637,1503,47563,180,3183,18774,161079,2019,Connecticut,Hartford
0500000US09005,"Litchfield County, Connecticut",182002,170566,160930,2694,413,3438,9,262,2820,11436,2019,Connecticut,Litchfield
0500000US09007,"Middlesex County, Connecticut",163053,152958,136807,8055,126,4953,0,229,2788,10095,2019,Connecticut,Middlesex
0500000US09009,"New Haven County, Connecticut",857513,702178,539298,107111,826,34307,125,2098,18413,155335,2019,Connecticut,New Haven
0500000US09011,"New London County, Connecticut",267390,239177,202296,13883,1452,10929,84,510,10023,28213,2019,Connecticut,New London
0500000US09013,"Tolland County, Connecticut",151063,142731,127817,4422,69,7360,3,303,2757,8332,2019,Connecticut,Tolland
0500000US09015,"Windham County, Connecticut",116566,102812,96404,2056,104,1593,20,46,2589,13754,2019,Connecticut,Windham
0500000US10001,"Kent County, Delaware",176699,164214,108834,44351,916,3515,88,445,6065,12485,2019,Delaware,Kent
0500000US10003,"New Castle County, Delaware",556165,500863,319463,136551,1201,30398,167,1125,11958,55302,2019,Delaware,New Castle
0500000US10005,"Sussex County, Delaware",224384,203807,168200,26500,708,2743,75,866,4715,20577,2019,Delaware,Sussex
0500000US11001,"District of Columbia, District of Columbia",692683,616492,253373,314774,1418,27188,307,2807,16625,76191,2019,District of Columbia,District of Columbia
0500000US12001,"Alachua County, Florida",265443,239201,162040,52644,850,16079,157,915,6516,26242,2019,Florida,Alachua
0500000US12003,"Baker County, Florida",28211,27490,22873,3758,144,173,10,25,507,721,2019,Florida,Baker
0500000US12005,"Bay County, Florida",182161,170346,138654,19737,519,4225,184,918,6109,11815,2019,Florida,Bay
0500000US12007,"Bradford County, Florida",27317,26180,20089,5506,98,166,0,30,291,1137,2019,Florida,Bradford
0500000US12009,"Brevard County, Florida",585507,525241,435834,54358,1562,13616,524,2025,17322,60266,2019,Florida,Brevard
0500000US12011,"Broward County, Florida",1926205,1351916,698805,530990,3304,67677,942,10590,39608,574289,2019,Florida,Broward
0500000US12013,"Calhoun County, Florida",14362,13536,11080,1865,153,16,0,26,396,826,2019,Florida,Calhoun
0500000US12015,"Charlotte County, Florida",181067,167878,151938,9690,506,2342,135,464,2803,13189,2019,Florida,Charlotte
0500000US12017,"Citrus County, Florida",145169,136906,127751,4071,341,2477,40,188,2038,8263,2019,Florida,Citrus
0500000US12019,"Clay County, Florida",211405,190403,153772,21738,240,5841,102,897,7813,21002,2019,Florida,Clay
0500000US12021,"Collier County, Florida",371453,267761,233370,24802,616,4793,0,541,3639,103692,2019,Florida,Collier
0500000US12023,"Columbia County, Florida",69968,65561,50569,12449,148,744,0,106,1545,4407,2019,Florida,Columbia
0500000US12027,"DeSoto County, Florida",36903,25254,20207,4617,31,83,41,13,262,11649,2019,Florida,DeSoto
0500000US12029,"Dixie County, Florida",16589,15915,13948,1453,2,38,6,0,468,674,2019,Florida,Dixie
0500000US12031,"Duval County, Florida",936186,845033,495030,272958,1968,42761,550,3462,28304,91153,2019,Florida,Duval
0500000US12033,"Escambia County, Florida",313491,295683,201691,68173,1199,9005,395,689,14531,17808,2019,Florida,Escambia
0500000US12035,"Flagler County, Florida",109801,98353,81979,10885,302,2817,104,273,1993,11448,2019,Florida,Flagler
0500000US12037,"Franklin County, Florida",11811,11167,9107,1627,0,41,43,171,178,644,2019,Florida,Franklin
0500000US12039,"Gadsden County, Florida",45945,41167,14849,25626,48,81,17,139,407,4778,2019,Florida,Gadsden
0500000US12041,"Gilchrist County, Florida",17953,16904,15479,1019,5,40,2,0,359,1049,2019,Florida,Gilchrist
0500000US12043,"Glades County, Florida",13516,10643,8075,1751,519,108,0,57,133,2873,2019,Florida,Glades
0500000US12045,"Gulf County, Florida",15576,14889,11886,2582,61,85,0,12,263,687,2019,Florida,Gulf
0500000US12047,"Hamilton County, Florida",14326,12975,7838,4820,86,20,0,21,190,1351,2019,Florida,Hamilton
0500000US12049,"Hardee County, Florida",27131,15303,12767,2019,15,234,40,7,221,11828,2019,Florida,Hardee
0500000US12051,"Hendry County, Florida",40732,18844,13050,4485,559,355,0,33,362,21888,2019,Florida,Hendry
0500000US12053,"Hernando County, Florida",186313,161135,144477,9112,557,2205,47,1163,3574,25178,2019,Florida,Hernando
0500000US12055,"Highlands County, Florida",103437,82662,69397,9722,184,1451,0,98,1810,20775,2019,Florida,Highlands
0500000US12057,"Hillsborough County, Florida",1422278,1014542,693874,221699,2354,56909,869,4879,33958,407736,2019,Florida,Hillsborough
0500000US12059,"Holmes County, Florida",19432,18886,16841,1335,266,115,60,4,265,546,2019,Florida,Holmes
0500000US12061,"Indian River County, Florida",153989,134926,115945,13587,171,2005,57,205,2956,19063,2019,Florida,Indian River
0500000US12063,"Jackson County, Florida",47945,45617,31317,12708,314,141,76,99,962,2328,2019,Florida,Jackson
0500000US12065,"Jefferson County, Florida",14161,13577,8442,4865,71,39,0,0,160,584,2019,Florida,Jefferson
0500000US12067,"Lafayette County, Florida",8637,7277,5718,1373,13,0,28,0,145,1360,2019,Florida,Lafayette
0500000US12069,"Lake County, Florida",345867,291929,241079,35154,1353,6825,110,1662,5746,53938,2019,Florida,Lake
0500000US12071,"Lee County, Florida",737468,579787,495480,60077,1247,11801,278,1890,9014,157681,2019,Florida,Lee
0500000US12073,"Leon County, Florida",289770,271200,163785,88586,499,10127,65,738,7400,18570,2019,Florida,Leon
0500000US12075,"Levy County, Florida",40403,37015,32222,3501,38,349,0,0,905,3388,2019,Florida,Levy
0500000US12077,"Liberty County, Florida",8345,7953,6363,1302,103,20,0,33,132,392,2019,Florida,Liberty
0500000US12079,"Madison County, Florida",18460,17442,10047,7053,63,163,5,32,79,1018,2019,Florida,Madison
0500000US12081,"Manatee County, Florida",384213,321175,273486,32690,758,7874,121,427,5819,63038,2019,Florida,Manatee
0500000US12083,"Marion County, Florida",353526,306851,248645,44135,919,5058,129,847,7118,46675,2019,Florida,Marion
0500000US12085,"Martin County, Florida",159065,137398,124491,8437,362,2176,119,299,1514,21667,2019,Florida,Martin
0500000US12086,"Miami-Dade County, Florida",2699428,850503,356026,426336,2272,40851,605,7648,16765,1848925,2019,Florida,Miami-Dade
0500000US12087,"Monroe County, Florida",75798,57359,50226,5081,55,982,111,103,801,18439,2019,Florida,Monroe
0500000US12089,"Nassau County, Florida",83098,79519,72351,4959,398,851,0,26,934,3579,2019,Florida,Nassau
0500000US12091,"Okaloosa County, Florida",203794,184921,150037,19338,389,6021,180,437,8519,18873,2019,Florida,Okaloosa
0500000US12093,"Okeechobee County, Florida",41144,30647,26004,3163,188,395,106,10,781,10497,2019,Florida,Okeechobee
0500000US12095,"Orange County, Florida",1349746,922621,540187,267070,1687,68454,837,11610,32776,427125,2019,Florida,Orange
0500000US12097,"Osceola County, Florida",351955,161516,111501,32629,761,9274,244,1901,5206,190439,2019,Florida,Osceola
0500000US12099,"Palm Beach County, Florida",1465027,1137087,799422,266676,1201,38838,356,5949,24645,327940,2019,Florida,Palm Beach
0500000US12101,"Pasco County, Florida",524602,444759,391110,28225,1591,13322,299,919,9293,79843,2019,Florida,Pasco
0500000US12103,"Pinellas County, Florida",964666,871079,713717,95936,2134,32166,829,2826,23471,93587,2019,Florida,Pinellas
0500000US12105,"Polk County, Florida",686218,531590,404039,100748,1911,11883,230,2206,10573,154628,2019,Florida,Polk
0500000US12107,"Putnam County, Florida",73252,65933,52366,11730,283,449,5,29,1071,7319,2019,Florida,Putnam
0500000US12109,"St. Johns County, Florida",244674,227662,202180,12739,698,6461,192,473,4919,17012,2019,Florida,St. Johns
0500000US12111,"St. Lucie County, Florida",312947,253592,179397,60482,952,6269,237,626,5629,59355,2019,Florida,St. Lucie
0500000US12113,"Santa Rosa County, Florida",174755,165025,143940,10595,748,3386,278,323,5755,9730,2019,Florida,Santa Rosa
0500000US12115,"Sarasota County, Florida",419496,380970,348391,18124,467,6968,68,792,6160,38526,2019,Florida,Sarasota
0500000US12117,"Seminole County, Florida",461402,362705,278310,50588,820,20689,195,2113,9990,98697,2019,Florida,Seminole
0500000US12119,"Sumter County, Florida",125044,117866,106246,8443,408,1047,100,120,1502,7178,2019,Florida,Sumter
0500000US12121,"Suwannee County, Florida",44046,39943,33259,5605,41,47,0,0,991,4103,2019,Florida,Suwannee
0500000US12123,"Taylor County, Florida",21870,20460,15759,4345,69,74,0,102,111,1410,2019,Florida,Taylor
0500000US12125,"Union County, Florida",15303,14441,10637,3327,116,93,0,2,266,862,2019,Florida,Union
0500000US12127,"Volusia County, Florida",536487,461858,384521,55902,1554,9367,158,1381,8975,74629,2019,Florida,Volusia
0500000US12129,"Wakulla County, Florida",32321,31116,25737,4833,66,167,0,6,307,1205,2019,Florida,Wakulla
0500000US12131,"Walton County, Florida",68262,64010,57524,3148,298,692,0,55,2293,4252,2019,Florida,Walton
0500000US12133,"Washington County, Florida",24764,23849,19170,3706,334,167,103,18,351,915,2019,Florida,Washington
0500000US13001,"Appling County, Georgia",18440,16610,12745,3555,94,74,0,13,129,1830,2019,Georgia,Appling
0500000US13003,"Atkinson County, Georgia",8239,6189,4657,1434,81,0,0,11,6,2050,2019,Georgia,Atkinson
0500000US13005,"Bacon County, Georgia",11201,10276,8234,1701,0,19,26,0,296,925,2019,Georgia,Bacon
0500000US13007,"Baker County, Georgia",3132,2960,1586,1241,1,96,21,0,15,172,2019,Georgia,Baker
0500000US13009,"Baldwin County, Georgia",45111,44092,23631,18995,106,791,0,30,539,1019,2019,Georgia,Baldwin
0500000US13011,"Banks County, Georgia",18708,17419,16425,486,100,210,0,0,198,1289,2019,Georgia,Banks
0500000US13013,"Barrow County, Georgia",78991,70378,56356,9238,121,2890,5,191,1577,8613,2019,Georgia,Barrow
0500000US13015,"Bartow County, Georgia",104919,95867,81287,10825,196,933,1,323,2302,9052,2019,Georgia,Bartow
0500000US13017,"Ben Hill County, Georgia",17033,15992,9511,6236,0,117,0,0,128,1041,2019,Georgia,Ben Hill
0500000US13019,"Berrien County, Georgia",19152,18181,15671,2030,18,212,0,2,248,971,2019,Georgia,Berrien
0500000US13021,"Bibb County, Georgia",153200,148214,58712,83170,252,3094,75,281,2630,4986,2019,Georgia,Bibb
0500000US13023,"Bleckley County, Georgia",12807,12428,8781,3500,12,31,0,0,104,379,2019,Georgia,Bleckley
0500000US13025,"Brantley County, Georgia",18756,18337,17285,619,40,201,0,0,192,419,2019,Georgia,Brantley
0500000US13027,"Brooks County, Georgia",15590,14670,8804,5587,0,66,8,43,162,920,2019,Georgia,Brooks
0500000US13029,"Bryan County, Georgia",37063,34439,27076,5133,161,522,0,134,1413,2624,2019,Georgia,Bryan
